sales_line_id,date_key,store_id,product_id,qty_sold,net_sales_value
5001302,20260305,S115,P1029,-1,-71.09
5001302,20260305,S115,P1029,-1,-71.09
5001303,20260305,S115,P1034,1,15.99
5001303,20260305,S115,P1034,1,15.99
5001304,20260305,S115,P1035,1,22.99
5001304,20260305,S115,P1035,1,22.99
5001305,20260305,S115,P1039,2,50.38
5001305,20260305,S115,P1039,2,50.38
5001306,20260305,S116,P1002,1,31.49
5001306,20260305,S116,P1002,1,31.49
5001307,20260305,S116,P1004,1,26.39
5001307,20260305,S116,P1004,1,26.39
5001308,20260305,S116,P1007,1,43.99
5001308,20260305,S116,P1007,1,43.99
5001309,20260305,S116,P1012,1,35.99
5001309,20260305,S116,P1012,1,35.99
5001310,20260305,S116,P1013,1,40.99
5001310,20260305,S116,P1013,1,40.99
5001311,20260305,S116,P1017,1,114.99
5001311,20260305,S116,P1017,1,114.99
5001312,20260305,S116,P1018,1,125.99
5001312,20260305,S116,P1018,1,125.99
5001313,20260305,S116,P1021,1,57.59
5001313,20260305,S116,P1021,1,57.59
5001314,20260305,S116,P1022,2,243.98
5001314,20260305,S116,P1022,2,243.98
5001315,20260305,S116,P1023,2,183.98
5001315,20260305,S116,P1023,2,183.98
5001316,20260305,S116,P1024,1,93.99
5001316,20260305,S116,P1024,1,93.99
5001317,20260305,S116,P1027,1,63.99
5001317,20260305,S116,P1027,1,63.99
5001318,20260305,S116,P1028,1,75.59
5001318,20260305,S116,P1028,1,75.59
5001319,20260305,S116,P1030,1,41.99
5001319,20260305,S116,P1030,1,41.99
5001320,20260305,S116,P1031,1,49.49
5001320,20260305,S116,P1031,1,49.49
5001321,20260305,S116,P1032,1,99.99
5001321,20260305,S116,P1032,1,99.99
5001322,20260305,S116,P1036,1,20.79
5001322,20260305,S116,P1036,1,20.79
5001323,20260305,S116,P1039,1,22.39
5001323,20260305,S116,P1039,1,22.39
5001324,20260305,S116,P1040,1,11.99
5001324,20260305,S116,P1040,1,11.99
5001325,20260305,S117,P1005,3,119.97
5001325,20260305,S117,P1005,3,119.97
5001326,20260305,S117,P1007,1,35.19
5001326,20260305,S117,P1007,1,35.19
5001327,20260305,S117,P1007,-2,-87.98
5001327,20260305,S117,P1007,-2,-87.98
5001328,20260305,S117,P1009,1,40.99
5001328,20260305,S117,P1009,1,40.99
5001329,20260305,S117,P1010,1,29.99
5001329,20260305,S117,P1010,1,29.99
5001330,20260305,S117,P1011,1,40.79
5001330,20260305,S117,P1011,1,40.79
5001331,20260305,S117,P1014,1,26.99
5001331,20260305,S117,P1014,1,26.99
5001332,20260305,S117,P1017,2,229.98
5001332,20260305,S117,P1017,2,229.98
5001333,20260305,S117,P1018,1,125.99
5001333,20260305,S117,P1018,1,125.99
5001334,20260305,S117,P1021,1,57.59
5001334,20260305,S117,P1021,1,57.59
5001335,20260305,S117,P1025,2,99.98
5001335,20260305,S117,P1025,2,99.98
5001336,20260305,S117,P1025,-1,-49.99
5001336,20260305,S117,P1025,-1,-49.99
5001337,20260305,S117,P1026,1,86.99
5001337,20260305,S117,P1026,1,86.99
5001338,20260305,S117,P1027,1,79.99
5001338,20260305,S117,P1027,1,79.99
5001339,20260305,S117,P1028,1,83.99
5001339,20260305,S117,P1028,1,83.99
5001340,20260305,S117,P1029,1,71.09
5001340,20260305,S117,P1029,1,71.09
5001341,20260305,S117,P1030,1,41.99
5001341,20260305,S117,P1030,1,41.99
5001342,20260305,S117,P1031,2,98.98
5001342,20260305,S117,P1031,2,98.98
5001343,20260305,S117,P1032,1,99.99
5001343,20260305,S117,P1032,1,99.99
5001344,20260305,S117,P1035,2,45.98
5001344,20260305,S117,P1035,2,45.98
5001345,20260305,S117,P1036,1,20.79
5001345,20260305,S117,P1036,1,20.79
5001346,20260305,S118,P1004,1,29.69
5001346,20260305,S118,P1004,1,29.69
5001347,20260305,S118,P1005,2,79.98
5001347,20260305,S118,P1005,2,79.98
5001348,20260305,S118,P1007,1,43.99
5001348,20260305,S118,P1007,1,43.99
5001349,20260305,S118,P1009,2,73.78
5001349,20260305,S118,P1009,2,73.78
5001350,20260305,S118,P1013,1,40.99
5001350,20260305,S118,P1013,1,40.99
5001351,20260305,S118,P1017,1,91.99
5001351,20260305,S118,P1017,1,91.99
5001352,20260305,S118,P1023,1,114.99
5001352,20260305,S118,P1023,1,114.99
5001353,20260305,S118,P1024,2,187.98
5001353,20260305,S118,P1024,2,187.98
5001354,20260305,S118,P1027,1,71.99
5001354,20260305,S118,P1027,1,71.99
5001355,20260305,S118,P1031,2,87.98
5001355,20260305,S118,P1031,2,87.98
5001356,20260305,S118,P1032,1,89.99
5001356,20260305,S118,P1032,1,89.99
5001357,20260305,S118,P1035,1,22.99
5001357,20260305,S118,P1035,1,22.99
5001358,20260305,S118,P1037,1,23.99
5001358,20260305,S118,P1037,1,23.99
5001359,20260305,S118,P1039,2,44.78
5001359,20260305,S118,P1039,2,44.78
5001360,20260305,S118,P1040,1,11.99
5001360,20260305,S118,P1040,1,11.99
5001361,20260305,S119,P1001,1,27.99
5001361,20260305,S119,P1001,1,27.99
5001362,20260305,S119,P1004,1,26.39
5001362,20260305,S119,P1004,1,26.39
5001363,20260305,S119,P1004,-1,-26.39
5001363,20260305,S119,P1004,-1,-26.39
5001364,20260305,S119,P1006,3,113.97
5001364,20260305,S119,P1006,3,113.97
5001365,20260305,S119,P1008,1,31.19
5001365,20260305,S119,P1008,1,31.19
5001366,20260305,S119,P1009,1,40.99
5001366,20260305,S119,P1009,1,40.99
5001367,20260305,S119,P1010,1,26.99
5001367,20260305,S119,P1010,1,26.99
5001368,20260305,S119,P1011,1,50.99
5001368,20260305,S119,P1011,1,50.99
5001369,20260305,S119,P1015,1,29.69
5001369,20260305,S119,P1015,1,29.69
5001370,20260305,S119,P1019,1,87.99
5001370,20260305,S119,P1019,1,87.99
5001371,20260305,S119,P1023,1,114.99
5001371,20260305,S119,P1023,1,114.99
5001372,20260305,S119,P1025,1,49.99
5001372,20260305,S119,P1025,1,49.99
5001373,20260305,S119,P1028,1,67.19
5001373,20260305,S119,P1028,1,67.19
5001374,20260305,S119,P1030,2,75.58
5001374,20260305,S119,P1030,2,75.58
5001375,20260305,S119,P1031,1,49.49
5001375,20260305,S119,P1031,1,49.49
5001376,20260305,S119,P1032,1,79.99
5001376,20260305,S119,P1032,1,79.99
5001377,20260305,S119,P1033,1,9.99
5001377,20260305,S119,P1033,1,9.99
5001378,20260305,S119,P1033,-1,-9.99
5001378,20260305,S119,P1033,-1,-9.99
5001379,20260305,S119,P1035,1,20.69
5001379,20260305,S119,P1035,1,20.69
5001380,20260305,S119,P1037,2,53.98
5001380,20260305,S119,P1037,2,53.98
5001381,20260305,S119,P1038,1,7.19
5001381,20260305,S119,P1038,1,7.19
5001382,20260305,S119,P1039,1,27.99
5001382,20260305,S119,P1039,1,27.99
5001383,20260305,S120,P1001,1,25.19
5001383,20260305,S120,P1001,1,25.19
5001384,20260305,S120,P1004,1,32.99
5001384,20260305,S120,P1004,1,32.99
5001385,20260305,S120,P1005,3,95.98
5001385,20260305,S120,P1005,3,95.98
5001386,20260305,S120,P1007,4,175.96
5001386,20260305,S120,P1007,4,175.96
5001387,20260305,S120,P1008,2,77.98
5001387,20260305,S120,P1008,2,77.98
5001388,20260305,S120,P1009,2,81.98
5001388,20260305,S120,P1009,2,81.98
5001389,20260305,S120,P1011,1,50.99
5001389,20260305,S120,P1011,1,50.99
5001390,20260305,S120,P1016,1,39.99
5001390,20260305,S120,P1016,1,39.99
5001391,20260305,S120,P1017,1,114.99
5001391,20260305,S120,P1017,1,114.99
5001392,20260305,S120,P1019,1,87.99
5001392,20260305,S120,P1019,1,87.99
5001393,20260305,S120,P1021,2,143.98
5001393,20260305,S120,P1021,2,143.98
5001394,20260305,S120,P1022,2,219.58
5001394,20260305,S120,P1022,2,219.58
5001395,20260305,S120,P1026,1,86.99
5001395,20260305,S120,P1026,1,86.99
5001396,20260305,S120,P1031,1,43.99
5001396,20260305,S120,P1031,1,43.99
5001397,20260305,S120,P1033,1,9.99
5001397,20260305,S120,P1033,1,9.99
5001398,20260305,S120,P1034,2,31.98
5001398,20260305,S120,P1034,2,31.98
5001399,20260305,S120,P1040,1,9.59
5001399,20260305,S120,P1040,1,9.59
5001400,20260306,S101,P1001,1,27.99
5001401,20260306,S101,P1002,1,34.99
5001402,20260306,S101,P1003,4,95.97
5001403,20260306,S101,P1004,3,79.18
5001404,20260306,S101,P1005,4,127.97
5001405,20260306,S101,P1006,1,30.39
5001406,20260306,S101,P1008,2,77.98
5001407,20260306,S101,P1010,1,26.99
5001408,20260306,S101,P1011,2,81.58
5001409,20260306,S101,P1011,-2,-101.98
5001410,20260306,S101,P1014,3,89.97
5001411,20260306,S101,P1015,3,98.97
5001412,20260306,S101,P1017,2,229.98
5001413,20260306,S101,P1018,1,125.99
5001414,20260306,S101,P1019,1,87.99
5001415,20260306,S101,P1020,2,180.78
5001416,20260306,S101,P1021,1,71.99
5001417,20260306,S101,P1025,1,49.99
5001418,20260306,S101,P1026,1,86.99
5001419,20260306,S101,P1027,3,215.97
5001420,20260306,S101,P1029,3,189.58
5001421,20260306,S101,P1031,4,219.96
5001422,20260306,S101,P1032,2,159.98
5001423,20260306,S101,P1033,2,19.98
5001424,20260306,S101,P1034,1,15.99
5001425,20260306,S101,P1035,3,68.97
5001426,20260306,S101,P1036,2,46.78
5001427,20260306,S101,P1037,6,143.95
5001428,20260306,S101,P1039,2,44.78
5001429,20260306,S101,P1040,1,10.79
5001430,20260306,S102,P1001,1,25.19
5001431,20260306,S102,P1003,2,59.98
5001432,20260306,S102,P1005,2,79.98
5001433,20260306,S102,P1006,1,37.99
5001434,20260306,S102,P1007,4,140.77
5001435,20260306,S102,P1009,1,40.99
5001436,20260306,S102,P1010,1,23.99
5001437,20260306,S102,P1011,2,101.98
5001438,20260306,S102,P1012,4,143.96
5001439,20260306,S102,P1013,4,131.17
5001440,20260306,S102,P1014,2,59.98
5001441,20260306,S102,P1015,1,32.99
5001442,20260306,S102,P1017,2,229.98
5001443,20260306,S102,P1018,1,125.99
5001444,20260306,S102,P1019,1,70.39
5001445,20260306,S102,P1020,2,225.98
5001446,20260306,S102,P1021,4,259.16
5001447,20260306,S102,P1022,1,97.59
5001448,20260306,S102,P1023,1,114.99
5001449,20260306,S102,P1025,1,49.99
5001450,20260306,S102,P1026,1,86.99
5001451,20260306,S102,P1027,1,79.99
5001452,20260306,S102,P1028,3,201.58
5001453,20260306,S102,P1029,3,189.58
5001454,20260306,S102,P1031,3,164.97
5001455,20260306,S102,P1033,3,23.98
5001456,20260306,S102,P1035,4,73.57
5001457,20260306,S102,P1037,3,80.97
5001458,20260306,S102,P1038,2,16.18
5001459,20260306,S102,P1039,1,27.99
5001460,20260306,S102,P1040,4,43.16
5001461,20260306,S103,P1003,1,26.99
5001462,20260306,S103,P1004,1,32.99
5001463,20260306,S103,P1005,3,119.97
5001464,20260306,S103,P1006,1,37.99
5001465,20260306,S103,P1007,2,70.38
5001466,20260306,S103,P1009,7,229.54
5001467,20260306,S103,P1010,1,29.99
5001468,20260306,S103,P1011,3,122.38
5001469,20260306,S103,P1012,2,64.78
5001470,20260306,S103,P1013,3,98.38
5001471,20260306,S103,P1014,1,29.99
5001472,20260306,S103,P1016,2,79.98
5001473,20260306,S103,P1017,3,275.98
5001474,20260306,S103,P1019,3,211.18
5001475,20260306,S103,P1021,1,57.59
5001476,20260306,S103,P1022,1,121.99
5001477,20260306,S103,P1023,3,344.97
5001478,20260306,S103,P1024,1,93.99
5001479,20260306,S103,P1025,3,149.97
5001480,20260306,S103,P1026,1,78.29
5001481,20260306,S103,P1027,3,191.98
5001482,20260306,S103,P1030,1,41.99
5001483,20260306,S103,P1031,3,148.47
5001484,20260306,S103,P1032,2,159.98
5001485,20260306,S103,P1033,2,17.98
5001486,20260306,S103,P1034,1,15.99
5001487,20260306,S103,P1035,2,36.78
5001488,20260306,S103,P1036,2,46.78
5001489,20260306,S103,P1037,2,47.98
5001490,20260306,S103,P1038,2,17.98
5001491,20260306,S104,P1002,3,94.47
5001492,20260306,S104,P1003,3,80.97
5001493,20260306,S104,P1004,1,32.99
5001494,20260306,S104,P1005,2,79.98
5001495,20260306,S104,P1007,2,87.98
5001496,20260306,S104,P1008,2,77.98
5001497,20260306,S104,P1009,2,73.78
5001498,20260306,S104,P1010,2,53.98
5001499,20260306,S104,P1011,3,152.97
5001500,20260306,S104,P1012,1,35.99
5001501,20260306,S104,P1015,1,32.99
5001502,20260306,S104,P1016,2,79.98
5001503,20260306,S104,P1017,3,310.47
5001504,20260306,S104,P1018,1,113.39
5001505,20260306,S104,P1019,6,527.94
5001506,20260306,S104,P1020,4,451.96
5001507,20260306,S104,P1021,4,287.96
5001508,20260306,S104,P1022,1,97.59
5001509,20260306,S104,P1024,3,225.58
5001510,20260306,S104,P1026,2,156.58
5001511,20260306,S104,P1027,2,143.98
5001512,20260306,S104,P1028,1,75.59
5001513,20260306,S104,P1029,2,142.18
5001514,20260306,S104,P1031,4,197.96
5001515,20260306,S104,P1032,2,159.98
5001516,20260306,S104,P1033,2,17.98
5001517,20260306,S104,P1034,1,14.39
5001518,20260306,S104,P1037,4,107.96
5001519,20260306,S104,P1039,1,27.99
5001520,20260306,S105,P1001,11,307.89
5001521,20260306,S105,P1002,1,31.49
5001522,20260306,S105,P1003,2,53.98
5001523,20260306,S105,P1005,3,107.97
5001524,20260306,S105,P1007,1,43.99
5001525,20260306,S105,P1009,5,204.95
5001526,20260306,S105,P1010,2,59.98
5001527,20260306,S105,P1011,4,183.56
5001528,20260306,S105,P1013,2,65.58
5001529,20260306,S105,P1015,2,59.38
5001530,20260306,S105,P1016,1,39.99
5001531,20260306,S105,P1017,4,367.97
5001532,20260306,S105,P1018,3,377.97
5001533,20260306,S105,P1019,2,175.98
5001534,20260306,S105,P1020,1,112.99
5001535,20260306,S105,P1021,3,215.97
5001536,20260306,S105,P1023,4,367.97
5001537,20260306,S105,P1024,1,93.99
5001538,20260306,S105,P1025,2,89.98
5001539,20260306,S105,P1026,1,78.29
5001540,20260306,S105,P1027,2,127.98
5001541,20260306,S105,P1031,5,247.46
5001542,20260306,S105,P1032,2,159.98
5001543,20260306,S105,P1033,3,29.97
5001544,20260306,S105,P1034,1,15.99
5001545,20260306,S105,P1035,3,68.97
5001546,20260306,S105,P1036,1,20.79
5001547,20260306,S105,P1037,1,29.99
5001548,20260306,S105,P1038,2,16.18
5001549,20260306,S105,P1039,6,167.94
5001550,20260306,S106,P1001,1,27.99
5001551,20260306,S106,P1003,1,26.99
5001552,20260306,S106,P1004,1,26.39
5001553,20260306,S106,P1005,2,63.98
5001554,20260306,S106,P1007,2,87.98
5001555,20260306,S106,P1009,2,65.58
5001556,20260306,S106,P1010,2,59.98
5001557,20260306,S106,P1011,1,50.99
5001558,20260306,S106,P1012,1,35.99
5001559,20260306,S106,P1013,4,163.96
5001560,20260306,S106,P1014,1,26.99
5001561,20260306,S106,P1015,1,32.99
5001562,20260306,S106,P1016,2,63.98
5001563,20260306,S106,P1018,1,125.99
5001564,20260306,S106,P1019,1,87.99
5001565,20260306,S106,P1020,3,338.97
5001566,20260306,S106,P1021,2,143.98
5001567,20260306,S106,P1022,2,219.58
5001568,20260306,S106,P1023,3,344.97
5001569,20260306,S106,P1024,1,84.59
5001570,20260306,S106,P1025,2,99.98
5001571,20260306,S106,P1026,1,69.59
5001572,20260306,S106,P1027,2,127.98
5001573,20260306,S106,P1029,1,78.99
5001574,20260306,S106,P1030,1,41.99
5001575,20260306,S106,P1031,2,109.98
5001576,20260306,S106,P1032,2,199.98
5001577,20260306,S106,P1033,1,8.99
5001578,20260306,S106,P1033,-1,-7.99
5001579,20260306,S106,P1035,3,68.97
5001580,20260306,S106,P1037,3,71.98
5001581,20260306,S106,P1038,1,8.99
5001582,20260306,S106,P1039,2,55.98
5001583,20260306,S107,P1001,1,27.99
5001584,20260306,S107,P1003,5,119.96
5001585,20260306,S107,P1004,3,79.18
5001586,20260306,S107,P1006,1,37.99
5001587,20260306,S107,P1008,1,31.19
5001588,20260306,S107,P1009,1,32.79
5001589,20260306,S107,P1011,2,101.98
5001590,20260306,S107,P1012,1,32.39
5001591,20260306,S107,P1015,1,32.99
5001592,20260306,S107,P1017,2,229.98
5001593,20260306,S107,P1021,1,57.59
5001594,20260306,S107,P1022,2,195.18
5001595,20260306,S107,P1026,1,86.99
5001596,20260306,S107,P1027,4,287.96
5001597,20260306,S107,P1028,2,167.98
5001598,20260306,S107,P1032,1,99.99
5001599,20260306,S107,P1033,2,19.98
5001600,20260306,S107,P1034,1,14.39
5001601,20260306,S107,P1035,2,45.98
5001602,20260306,S107,P1036,1,20.79
5001603,20260306,S107,P1037,2,59.98
5001604,20260306,S107,P1038,3,21.58
5001605,20260306,S107,P1039,2,55.98
5001606,20260306,S107,P1040,1,11.99
5001607,20260306,S108,P1001,1,25.19
5001608,20260306,S108,P1001,-2,-55.98
5001609,20260306,S108,P1003,1,26.99
5001610,20260306,S108,P1004,1,29.69
5001611,20260306,S108,P1005,2,79.98
5001612,20260306,S108,P1006,3,113.97
5001613,20260306,S108,P1009,4,147.56
5001614,20260306,S108,P1011,4,163.17
5001615,20260306,S108,P1012,1,35.99
5001616,20260306,S108,P1013,1,36.89
5001617,20260306,S108,P1014,2,47.98
5001618,20260306,S108,P1015,3,98.97
5001619,20260306,S108,P1016,1,39.99
5001620,20260306,S108,P1017,1,114.99
5001621,20260306,S108,P1018,1,100.79
5001622,20260306,S108,P1019,1,87.99
5001623,20260306,S108,P1023,1,114.99
5001624,20260306,S108,P1025,8,399.92
5001625,20260306,S108,P1026,4,313.16
5001626,20260306,S108,P1027,5,399.95
5001627,20260306,S108,P1028,1,83.99
5001628,20260306,S108,P1029,1,63.19
5001629,20260306,S108,P1030,1,37.79
5001630,20260306,S108,P1031,2,109.98
5001631,20260306,S108,P1032,1,99.99
5001632,20260306,S108,P1034,1,14.39
5001633,20260306,S108,P1035,1,20.69
5001634,20260306,S108,P1036,2,51.98
5001635,20260306,S108,P1037,4,95.97
5001636,20260306,S108,P1037,-1,-29.99
5001637,20260306,S108,P1040,1,10.79
5001638,20260306,S109,P1002,2,69.98
5001639,20260306,S109,P1005,2,79.98
5001640,20260306,S109,P1007,1,43.99
5001641,20260306,S109,P1008,1,38.99
5001642,20260306,S109,P1009,3,122.97
5001643,20260306,S109,P1010,1,26.99
5001644,20260306,S109,P1011,2,101.98
5001645,20260306,S109,P1013,4,163.96
5001646,20260306,S109,P1013,-1,-32.79
5001647,20260306,S109,P1017,2,229.98
5001648,20260306,S109,P1018,2,251.98
5001649,20260306,S109,P1019,1,87.99
5001650,20260306,S109,P1023,1,114.99
5001651,20260306,S109,P1025,4,199.96
5001652,20260306,S109,P1027,2,127.98
5001653,20260306,S109,P1029,2,126.38
5001654,20260306,S109,P1032,1,99.99
5001655,20260306,S109,P1033,3,23.98
5001656,20260306,S109,P1035,1,18.39
5001657,20260306,S109,P1036,3,77.97
5001658,20260306,S109,P1037,1,29.99
5001659,20260306,S109,P1039,2,55.98
5001660,20260306,S109,P1040,1,11.99
5001661,20260306,S109,P1099,3,23.98
5001662,20260306,S111,P1001,1,22.39
5001663,20260306,S111,P1002,1,34.99
5001664,20260306,S111,P1004,1,32.99
5001665,20260306,S111,P1015,1,29.69
5001666,20260306,S111,P1018,1,125.99
5001667,20260306,S111,P1019,4,351.96
5001668,20260306,S111,P1020,1,112.99
5001669,20260306,S111,P1021,1,64.79
5001670,20260306,S111,P1022,1,121.99
5001671,20260306,S111,P1025,1,49.99
5001672,20260306,S111,P1029,1,78.99
5001673,20260306,S111,P1032,1,79.99
5001674,20260306,S111,P1035,1,22.99
5001675,20260306,S112,P1001,1,27.99
5001676,20260306,S112,P1003,1,26.99
5001677,20260306,S112,P1011,1,50.99
5001678,20260306,S112,P1015,1,32.99
5001679,20260306,S112,P1018,1,125.99
5001680,20260306,S112,P1019,1,70.39
5001681,20260306,S112,P1023,1,91.99
5001682,20260306,S112,P1025,1,44.99
5001683,20260306,S112,P1026,1,78.29
5001684,20260306,S112,P1027,1,79.99
5001685,20260306,S112,P1028,2,134.38
5001686,20260306,S112,P1033,1,7.99
5001687,20260306,S113,P1002,1,34.99
5001688,20260306,S113,P1005,1,35.99
5001689,20260306,S113,P1012,1,32.39
5001690,20260306,S113,P1013,1,40.99
5001691,20260306,S113,P1018,1,125.99
5001692,20260306,S113,P1030,2,83.98
5001693,20260306,S113,P1037,3,71.98
5001694,20260306,S113,P1039,1,25.19
5001695,20260306,S114,P1011,1,45.89
5001696,20260306,S114,P1014,1,26.99
5001697,20260306,S114,P1017,2,229.98
5001698,20260306,S114,P1021,3,215.97
5001699,20260306,S114,P1023,1,103.49
5001700,20260306,S114,P1025,1,49.99
5001701,20260306,S114,P1027,2,159.98
5001702,20260306,S114,P1031,2,98.98
5001703,20260306,S114,P1035,2,41.38
5001704,20260306,S115,P1001,1,27.99
5001704,20260306,S115,P1001,1,27.99
5001705,20260306,S115,P1003,1,26.99
5001705,20260306,S115,P1003,1,26.99
5001706,20260306,S115,P1005,3,119.97
5001706,20260306,S115,P1005,3,119.97
5001707,20260306,S115,P1007,1,39.59
5001707,20260306,S115,P1007,1,39.59
5001708,20260306,S115,P1007,-1,-39.59
5001708,20260306,S115,P1007,-1,-39.59
5001709,20260306,S115,P1009,1,40.99
5001709,20260306,S115,P1009,1,40.99
5001710,20260306,S115,P1010,1,29.99
5001710,20260306,S115,P1010,1,29.99
5001711,20260306,S115,P1012,1,35.99
5001711,20260306,S115,P1012,1,35.99
5001712,20260306,S115,P1013,3,122.97
5001712,20260306,S115,P1013,3,122.97
5001713,20260306,S115,P1014,2,53.98
5001713,20260306,S115,P1014,2,53.98
5001714,20260306,S115,P1015,1,32.99
5001714,20260306,S115,P1015,1,32.99
5001715,20260306,S115,P1016,1,39.99
5001715,20260306,S115,P1016,1,39.99
5001716,20260306,S115,P1018,3,377.97
5001716,20260306,S115,P1018,3,377.97
5001717,20260306,S115,P1022,1,121.99
5001717,20260306,S115,P1022,1,121.99
5001718,20260306,S115,P1023,1,103.49
5001718,20260306,S115,P1023,1,103.49
5001719,20260306,S115,P1025,2,89.98
5001719,20260306,S115,P1025,2,89.98
5001720,20260306,S115,P1027,1,79.99
5001720,20260306,S115,P1027,1,79.99
5001721,20260306,S115,P1028,2,167.98
5001721,20260306,S115,P1028,2,167.98
5001722,20260306,S115,P1029,2,126.38
5001722,20260306,S115,P1029,2,126.38
5001723,20260306,S115,P1033,2,17.98
5001723,20260306,S115,P1033,2,17.98
5001724,20260306,S115,P1034,1,14.39
5001724,20260306,S115,P1034,1,14.39
5001725,20260306,S115,P1035,1,22.99
5001725,20260306,S115,P1035,1,22.99
5001726,20260306,S115,P1038,2,16.18
5001726,20260306,S115,P1038,2,16.18
5001727,20260306,S115,P1039,1,27.99
5001727,20260306,S115,P1039,1,27.99
5001728,20260306,S115,P1040,1,10.79
5001728,20260306,S115,P1040,1,10.79
5001729,20260306,S116,P1002,1,34.99
5001729,20260306,S116,P1002,1,34.99
5001730,20260306,S116,P1003,1,29.99
5001730,20260306,S116,P1003,1,29.99
5001731,20260306,S116,P1007,1,35.19
5001731,20260306,S116,P1007,1,35.19
5001732,20260306,S116,P1011,1,50.99
5001732,20260306,S116,P1011,1,50.99
5001733,20260306,S116,P1013,1,40.99
5001733,20260306,S116,P1013,1,40.99
5001734,20260306,S116,P1016,1,31.99
5001734,20260306,S116,P1016,1,31.99
5001735,20260306,S116,P1017,2,183.98
5001735,20260306,S116,P1017,2,183.98
5001736,20260306,S116,P1018,1,125.99
5001736,20260306,S116,P1018,1,125.99
5001737,20260306,S116,P1020,1,90.39
5001737,20260306,S116,P1020,1,90.39
5001738,20260306,S116,P1022,1,121.99
5001738,20260306,S116,P1022,1,121.99
5001739,20260306,S116,P1024,2,150.38
5001739,20260306,S116,P1024,2,150.38
5001740,20260306,S116,P1030,1,41.99
5001740,20260306,S116,P1030,1,41.99
5001741,20260306,S116,P1031,2,87.98
5001741,20260306,S116,P1031,2,87.98
5001742,20260306,S116,P1032,1,99.99
5001742,20260306,S116,P1032,1,99.99
5001743,20260306,S116,P1034,2,31.98
5001743,20260306,S116,P1034,2,31.98
5001744,20260306,S116,P1036,1,20.79
5001744,20260306,S116,P1036,1,20.79
5001745,20260306,S116,P1039,1,25.19
5001745,20260306,S116,P1039,1,25.19
5001746,20260306,S117,P1001,1,25.19
5001746,20260306,S117,P1001,1,25.19
5001747,20260306,S117,P1003,2,53.98
5001747,20260306,S117,P1003,2,53.98
5001748,20260306,S117,P1005,2,71.98
5001748,20260306,S117,P1005,2,71.98
5001749,20260306,S117,P1007,2,87.98
5001749,20260306,S117,P1007,2,87.98
5001750,20260306,S117,P1008,2,77.98
5001750,20260306,S117,P1008,2,77.98
5001751,20260306,S117,P1009,2,81.98
5001751,20260306,S117,P1009,2,81.98
5001752,20260306,S117,P1011,1,45.89
5001752,20260306,S117,P1011,1,45.89
5001753,20260306,S117,P1014,1,26.99
5001753,20260306,S117,P1014,1,26.99
5001754,20260306,S117,P1018,2,201.58
5001754,20260306,S117,P1018,2,201.58
5001755,20260306,S117,P1019,2,158.38
5001755,20260306,S117,P1019,2,158.38
5001756,20260306,S117,P1020,1,112.99
5001756,20260306,S117,P1020,1,112.99
5001757,20260306,S117,P1025,1,39.99
5001757,20260306,S117,P1025,1,39.99
5001758,20260306,S117,P1026,1,86.99
5001758,20260306,S117,P1026,1,86.99
5001759,20260306,S117,P1027,2,127.98
5001759,20260306,S117,P1027,2,127.98
5001760,20260306,S117,P1028,1,67.19
5001760,20260306,S117,P1028,1,67.19
5001761,20260306,S117,P1029,1,78.99
5001761,20260306,S117,P1029,1,78.99
5001762,20260306,S117,P1031,2,109.98
5001762,20260306,S117,P1031,2,109.98
5001763,20260306,S117,P1033,2,19.98
5001763,20260306,S117,P1033,2,19.98
5001764,20260306,S117,P1034,1,15.99
5001764,20260306,S117,P1034,1,15.99
5001765,20260306,S117,P1035,1,18.39
5001765,20260306,S117,P1035,1,18.39
5001766,20260306,S117,P1038,1,8.99
5001766,20260306,S117,P1038,1,8.99
5001767,20260306,S117,P1039,2,55.98
5001767,20260306,S117,P1039,2,55.98
5001768,20260306,S118,P1003,3,71.98
5001768,20260306,S118,P1003,3,71.98
5001769,20260306,S118,P1006,1,37.99
5001769,20260306,S118,P1006,1,37.99
5001770,20260306,S118,P1008,1,38.99
5001770,20260306,S118,P1008,1,38.99
5001771,20260306,S118,P1010,1,29.99
5001771,20260306,S118,P1010,1,29.99
5001772,20260306,S118,P1014,1,29.99
5001772,20260306,S118,P1014,1,29.99
5001773,20260306,S118,P1015,2,65.98
5001773,20260306,S118,P1015,2,65.98
5001774,20260306,S118,P1016,1,35.99
5001774,20260306,S118,P1016,1,35.99
5001775,20260306,S118,P1017,3,344.97
5001775,20260306,S118,P1017,3,344.97
5001776,20260306,S118,P1018,1,100.79
5001776,20260306,S118,P1018,1,100.79
5001777,20260306,S118,P1019,2,175.98
5001777,20260306,S118,P1019,2,175.98
5001778,20260306,S118,P1020,2,180.78
5001778,20260306,S118,P1020,2,180.78
5001779,20260306,S118,P1025,1,39.99
5001779,20260306,S118,P1025,1,39.99
5001780,20260306,S118,P1026,1,86.99
5001780,20260306,S118,P1026,1,86.99
5001781,20260306,S118,P1027,1,63.99
5001781,20260306,S118,P1027,1,63.99
5001782,20260306,S118,P1029,2,157.98
5001782,20260306,S118,P1029,2,157.98
5001783,20260306,S118,P1030,1,41.99
5001783,20260306,S118,P1030,1,41.99
5001784,20260306,S118,P1031,1,43.99
5001784,20260306,S118,P1031,1,43.99
5001785,20260306,S118,P1033,1,9.99
